epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6130198836326599,0.6430123448371887,0.0010000000474974513,0.6473245620727539,0.449438214302063,0.19512194395065308,0.6290322542190552,0.8026756048202515,0.6799637079238892,0.0,0.0
1,0.7124773859977722,0.8477221727371216,0.0010000000474974513,0.5555766224861145,0.9791666865348816,0.22926829755306244,0.6290322542190552,0.8428093194961548,0.6654598116874695,0.0,0.0
2,0.797468364238739,0.8935450315475464,0.0010000000474974513,0.4883766174316406,0.9894737005233765,0.4585365951061249,0.6290322542190552,0.846711277961731,0.6560301780700684,0.0,0.0
3,0.8716093897819519,0.9115293025970459,0.0010000000474974513,0.4281778037548065,0.9589040875434875,0.6829268336296082,0.6935483813285828,0.829431414604187,0.6420799493789673,1.0,0.17391304671764374
4,0.8896926045417786,0.926584005355835,0.0010000000474974513,0.36830973625183105,0.949999988079071,0.7414634227752686,0.7903226017951965,0.8277591466903687,0.6256195902824402,1.0,0.43478259444236755
5,0.8933092355728149,0.9325133562088013,0.0010000000474974513,0.3311992883682251,0.956250011920929,0.7463414669036865,0.8548387289047241,0.8199553489685059,0.6111905574798584,1.0,0.6086956262588501
6,0.9041591286659241,0.9428511261940002,0.0010000000474974513,0.2900211215019226,0.9523809552192688,0.7804877758026123,0.8870967626571655,0.8210701942443848,0.6025809049606323,1.0,0.695652186870575
7,0.9041591286659241,0.9526983499526978,0.0010000000474974513,0.2602877616882324,0.9578313231468201,0.7756097316741943,0.8709677457809448,0.8205128312110901,0.5943019986152649,0.9411764740943909,0.695652186870575
8,0.909584105014801,0.9615363478660583,0.0010000000474974513,0.23506903648376465,0.9640718698501587,0.785365879535675,0.8709677457809448,0.8232998847961426,0.5831453800201416,0.8947368264198303,0.739130437374115
9,0.9077757596969604,0.9711662530899048,0.0010000000474974513,0.21341541409492493,0.9583333134651184,0.785365879535675,0.8064516186714172,0.8210702538490295,0.5846062302589417,0.739130437374115,0.739130437374115
10,0.9150090217590332,0.9788967967033386,0.0010000000474974513,0.19409897923469543,0.9647058844566345,0.800000011920929,0.8064516186714172,0.8255295157432556,0.5785760283470154,0.739130437374115,0.739130437374115
11,0.9168173670768738,0.9858844876289368,0.0010000000474974513,0.17370709776878357,0.9649122953414917,0.8048780560493469,0.7096773982048035,0.829431414604187,0.5921504497528076,0.5806451439857483,0.782608687877655
12,0.9294756054878235,0.9896342158317566,0.0010000000474974513,0.15541206300258636,0.977011501789093,0.8292682766914368,0.7096773982048035,0.8299888372421265,0.5922641754150391,0.5806451439857483,0.782608687877655
13,0.9349005222320557,0.994407057762146,0.0010000000474974513,0.13431906700134277,0.9774011373519897,0.8439024686813354,0.6612903475761414,0.8283166289329529,0.6095250248908997,0.5277777910232544,0.8260869383811951
14,0.9529837369918823,0.9959139227867126,0.0010000000474974513,0.12270163744688034,1.0,0.8731707334518433,0.5806451439857483,0.827201783657074,0.6202383637428284,0.4651162922382355,0.8695651888847351
15,0.9566003680229187,0.9976941347122192,0.0010000000474974513,0.10706038773059845,0.994535505771637,0.8878048658370972,0.5645161271095276,0.8277592062950134,0.6288093328475952,0.4545454680919647,0.8695651888847351
16,0.9602169990539551,0.9989066123962402,0.00010000000474974513,0.0965140238404274,1.0,0.8926829099655151,0.5645161271095276,0.8283165693283081,0.6256137490272522,0.4545454680919647,0.8695651888847351
17,0.9620253443717957,0.9985422492027283,0.00010000000474974513,0.09393619000911713,1.0,0.8975609540939331,0.5645161271095276,0.829431414604187,0.6229762434959412,0.4545454680919647,0.8695651888847351
18,0.9674502611160278,0.9988155364990234,0.00010000000474974513,0.09309746325016022,1.0,0.9121951460838318,0.5645161271095276,0.8311036825180054,0.6184142231941223,0.4545454680919647,0.8695651888847351
19,0.965641975402832,0.9991309642791748,0.00010000000474974513,0.09078323841094971,1.0,0.9073171019554138,0.5967742204666138,0.835005521774292,0.613940417766571,0.4761904776096344,0.8695651888847351
20,0.9728752374649048,0.9990187883377075,0.00010000000474974513,0.08851788938045502,0.9947916865348816,0.9317073225975037,0.5967742204666138,0.8355630040168762,0.6107670664787292,0.4761904776096344,0.8695651888847351
21,0.9710668921470642,0.9991869926452637,1.0000000656873453e-05,0.08756125718355179,1.0,0.9219512343406677,0.6290322542190552,0.8405797481536865,0.6043199300765991,0.5,0.8695651888847351
22,0.9674502611160278,0.9991309642791748,1.0000000656873453e-05,0.09158197790384293,1.0,0.9121951460838318,0.6451612710952759,0.8416945934295654,0.5976248383522034,0.5128205418586731,0.8695651888847351
23,0.965641975402832,0.9986612796783447,1.0000000656873453e-05,0.09159772098064423,1.0,0.9073171019554138,0.6612903475761414,0.8444815874099731,0.5908450484275818,0.5263158082962036,0.8695651888847351
24,0.9692586064338684,0.9988996982574463,1.0000000656873453e-05,0.09006041288375854,1.0,0.9170731902122498,0.7096773982048035,0.8478260636329651,0.5837628245353699,0.5714285969734192,0.8695651888847351
25,0.9692586064338684,0.9989977478981018,1.0000000656873453e-05,0.08883720636367798,1.0,0.9170731902122498,0.7096773982048035,0.848940908908844,0.5764656066894531,0.5714285969734192,0.8695651888847351
26,0.9710668921470642,0.999250054359436,1.0000000656873453e-05,0.08650398254394531,1.0,0.9219512343406677,0.6935483813285828,0.8517279624938965,0.5689699053764343,0.5588235259056091,0.8260869383811951
27,0.9674502611160278,0.9989206790924072,1.0000000656873453e-05,0.09091508388519287,1.0,0.9121951460838318,0.6935483813285828,0.8550724983215332,0.5611817240715027,0.5588235259056091,0.8260869383811951
28,0.9692586064338684,0.9988856315612793,1.0000000656873453e-05,0.08976877480745316,1.0,0.9170731902122498,0.7096773982048035,0.8589743971824646,0.5530579090118408,0.5757575631141663,0.8260869383811951
29,0.9710668921470642,0.9988435506820679,1.0000000656873453e-05,0.08949856460094452,0.9947643876075745,0.9268292784690857,0.725806474685669,0.8617614507675171,0.5447115898132324,0.59375,0.8260869383811951
30,0.9674502611160278,0.9991660118103027,1.0000000656873453e-05,0.08794020116329193,1.0,0.9121951460838318,0.7419354915618896,0.8612040281295776,0.5360581278800964,0.6129032373428345,0.8260869383811951
31,0.9692586064338684,0.9989697337150574,1.0000000656873453e-05,0.08966948837041855,1.0,0.9170731902122498,0.7903226017951965,0.8651058673858643,0.5272800326347351,0.6785714030265808,0.8260869383811951
32,0.9728752374649048,0.9988646507263184,1.0000000656873453e-05,0.09033337980508804,1.0,0.9268292784690857,0.7903226017951965,0.8673355579376221,0.5182242393493652,0.6785714030265808,0.8260869383811951
33,0.9710668921470642,0.9990187883377075,1.0000000656873453e-05,0.08781787753105164,1.0,0.9219512343406677,0.774193525314331,0.8712374567985535,0.5090182423591614,0.6666666865348816,0.782608687877655
34,0.9710668921470642,0.9989767074584961,1.0000000656873453e-05,0.08645103126764297,1.0,0.9219512343406677,0.774193525314331,0.8751393556594849,0.4993787109851837,0.6666666865348816,0.782608687877655
35,0.965641975402832,0.9988155364990234,1.0000000656873453e-05,0.08982699364423752,0.9946808218955994,0.9121951460838318,0.774193525314331,0.8790411949157715,0.4896213710308075,0.6666666865348816,0.782608687877655
36,0.9710668921470642,0.9992991089820862,1.0000000656873453e-05,0.08638078719377518,1.0,0.9219512343406677,0.7903226017951965,0.8840579390525818,0.4795820713043213,0.692307710647583,0.782608687877655
37,0.9710668921470642,0.999060869216919,1.0000000656873453e-05,0.08715160936117172,1.0,0.9219512343406677,0.8064516186714172,0.8874024152755737,0.4696446657180786,0.7200000286102295,0.782608687877655
38,0.965641975402832,0.9988575577735901,1.0000000656873453e-05,0.08686312288045883,0.9946808218955994,0.9121951460838318,0.8064516186714172,0.8929765820503235,0.45956334471702576,0.7200000286102295,0.782608687877655
39,0.9692586064338684,0.9991098642349243,1.0000000656873453e-05,0.08764488250017166,1.0,0.9170731902122498,0.8064516186714172,0.8985506892204285,0.4495221674442291,0.7200000286102295,0.782608687877655
40,0.965641975402832,0.9987664818763733,1.0000000656873453e-05,0.08997468650341034,0.9946808218955994,0.9121951460838318,0.8064516186714172,0.8985507488250732,0.4397050738334656,0.7200000286102295,0.782608687877655
41,0.9692586064338684,0.999011754989624,1.0000000656873453e-05,0.08914093673229218,1.0,0.9170731902122498,0.8064516186714172,0.8996655941009521,0.429895281791687,0.7200000286102295,0.782608687877655
42,0.9710668921470642,0.999151885509491,1.0000000656873453e-05,0.08653387427330017,1.0,0.9219512343406677,0.7903226017951965,0.9002229571342468,0.42043599486351013,0.7083333134651184,0.739130437374115
43,0.9692586064338684,0.9990817904472351,1.0000000656873453e-05,0.0873693898320198,1.0,0.9170731902122498,0.7903226017951965,0.9035674333572388,0.41131219267845154,0.7272727489471436,0.695652186870575
44,0.9728752374649048,0.9992570281028748,1.0000000656873453e-05,0.08668597042560577,1.0,0.9268292784690857,0.7903226017951965,0.9024525880813599,0.40271899104118347,0.7272727489471436,0.695652186870575
45,0.9710668921470642,0.9991168975830078,1.0000000656873453e-05,0.08680211752653122,1.0,0.9219512343406677,0.7903226017951965,0.9018951654434204,0.39459842443466187,0.7272727489471436,0.695652186870575
46,0.9692586064338684,0.9991520047187805,1.0000000656873453e-05,0.08444373309612274,0.9947368502616882,0.9219512343406677,0.7903226017951965,0.901337742805481,0.38677752017974854,0.7272727489471436,0.695652186870575
47,0.9746835231781006,0.9992360472679138,1.0000000656873453e-05,0.08759424835443497,1.0,0.9317073225975037,0.7903226017951965,0.9018951654434204,0.3795502483844757,0.7272727489471436,0.695652186870575
48,0.9692586064338684,0.9990748763084412,1.0000000656873453e-05,0.08851496130228043,1.0,0.9170731902122498,0.7903226017951965,0.8996655941009521,0.37287774682044983,0.7272727489471436,0.695652186870575
49,0.965641975402832,0.9991239309310913,1.0000000656873453e-05,0.08868052810430527,1.0,0.9073171019554138,0.7903226017951965,0.8996655344963074,0.3669355809688568,0.7272727489471436,0.695652186870575
50,0.9728752374649048,0.9990187883377075,1.0000000656873453e-05,0.0856449156999588,1.0,0.9268292784690857,0.7903226017951965,0.8979933261871338,0.3616601526737213,0.7272727489471436,0.695652186870575
51,0.9746835231781006,0.9990818500518799,1.0000000656873453e-05,0.08564092963933945,1.0,0.9317073225975037,0.8064516186714172,0.8968784809112549,0.35698622465133667,0.761904776096344,0.695652186870575
52,0.9692586064338684,0.9990047216415405,1.0000000656873453e-05,0.08520013093948364,1.0,0.9170731902122498,0.8064516186714172,0.8957636952400208,0.35286515951156616,0.761904776096344,0.695652186870575
53,0.9710668921470642,0.999144971370697,1.0000000656873453e-05,0.0849946141242981,1.0,0.9219512343406677,0.8064516186714172,0.8940913677215576,0.34945911169052124,0.761904776096344,0.695652186870575
54,0.9692586064338684,0.9990888833999634,1.0000000656873453e-05,0.08431051671504974,0.9947368502616882,0.9219512343406677,0.8225806355476379,0.892419159412384,0.34672072529792786,0.800000011920929,0.695652186870575
55,0.9710668921470642,0.9992220401763916,1.0000000656873453e-05,0.0843140184879303,1.0,0.9219512343406677,0.8225806355476379,0.890189528465271,0.34464535117149353,0.800000011920929,0.695652186870575
56,0.9710668921470642,0.9989837408065796,1.0000000656873453e-05,0.0851324275135994,1.0,0.9219512343406677,0.8225806355476379,0.8890746831893921,0.3432515561580658,0.800000011920929,0.695652186870575
57,0.9710668921470642,0.999165952205658,1.0000000656873453e-05,0.0848756954073906,1.0,0.9219512343406677,0.8225806355476379,0.8874024748802185,0.3423372805118561,0.800000011920929,0.695652186870575
58,0.9692586064338684,0.9992361068725586,1.0000000656873453e-05,0.08595134317874908,1.0,0.9170731902122498,0.8387096524238586,0.8890747427940369,0.3418787717819214,0.8421052694320679,0.695652186870575
59,0.9674502611160278,0.9991309642791748,1.0000000656873453e-05,0.08603327721357346,1.0,0.9121951460838318,0.8387096524238586,0.8885172605514526,0.3419581949710846,0.8421052694320679,0.695652186870575
60,0.9746835231781006,0.9992781281471252,1.0000000656873453e-05,0.08352451771497726,1.0,0.9317073225975037,0.8387096524238586,0.8874024152755737,0.3424745798110962,0.8421052694320679,0.695652186870575
61,0.9692586064338684,0.9992290735244751,1.0000000656873453e-05,0.08720318973064423,1.0,0.9170731902122498,0.8387096524238586,0.890189528465271,0.3434905409812927,0.8421052694320679,0.695652186870575
62,0.9710668921470642,0.9990818500518799,1.0000000656873453e-05,0.08579897880554199,0.9947643876075745,0.9268292784690857,0.8387096524238586,0.8874024748802185,0.34482795000076294,0.8421052694320679,0.695652186870575
63,0.9710668921470642,0.9992290735244751,1.0000000656873453e-05,0.08580384403467178,1.0,0.9219512343406677,0.8387096524238586,0.8874024152755737,0.34649187326431274,0.8421052694320679,0.695652186870575
64,0.9728752374649048,0.9991800785064697,1.0000001111620804e-06,0.08495345711708069,1.0,0.9268292784690857,0.8387096524238586,0.8862875699996948,0.34867164492607117,0.8421052694320679,0.695652186870575
65,0.9638336300849915,0.9988925457000732,1.0000001111620804e-06,0.08623078465461731,1.0,0.9024389982223511,0.8548387289047241,0.886845052242279,0.35112541913986206,0.8888888955116272,0.695652186870575
66,0.9692586064338684,0.999060869216919,1.0000001111620804e-06,0.08465635031461716,0.9947368502616882,0.9219512343406677,0.8548387289047241,0.8862876296043396,0.3538741171360016,0.8888888955116272,0.695652186870575
67,0.9746835231781006,0.9993411302566528,1.0000001111620804e-06,0.08343842625617981,1.0,0.9317073225975037,0.8548387289047241,0.8868449926376343,0.35671788454055786,0.8888888955116272,0.695652186870575
68,0.9764918684959412,0.9992851614952087,1.0000001111620804e-06,0.08396513760089874,1.0,0.9365853667259216,0.8548387289047241,0.8868451118469238,0.3596297800540924,0.8888888955116272,0.695652186870575
69,0.9728752374649048,0.9993411302566528,1.000000082740371e-07,0.08420325070619583,1.0,0.9268292784690857,0.8548387289047241,0.8874024748802185,0.3627520203590393,0.8888888955116272,0.695652186870575
70,0.9674502611160278,0.9991449117660522,1.000000082740371e-07,0.0863395631313324,1.0,0.9121951460838318,0.8548387289047241,0.8868449926376343,0.3659271001815796,0.8888888955116272,0.695652186870575
71,0.9692586064338684,0.998927652835846,1.000000082740371e-07,0.08732457458972931,1.0,0.9170731902122498,0.8548387289047241,0.886845052242279,0.3690798282623291,0.8888888955116272,0.695652186870575
72,0.9728752374649048,0.9988505840301514,1.000000082740371e-07,0.08606436848640442,0.9947916865348816,0.9317073225975037,0.8548387289047241,0.8862876296043396,0.3722667992115021,0.8888888955116272,0.695652186870575
73,0.9728752374649048,0.9991450309753418,1.000000082740371e-07,0.08480218797922134,1.0,0.9268292784690857,0.8548387289047241,0.8862876892089844,0.3754165768623352,0.8888888955116272,0.695652186870575
